idx,label,sentence1,sentence2
1981,1,""" The United States welcomes a greater NATO role in Iraq 's stabilisation , "" Powell said , according to the text of prepared remarks seen by Reuters .",""" The United States welcomes a greater NATO role in Iraq 's stabilization , "" Mr. Powell said in a speech to fellow NATO ministers ."
662,1,"The couple was granted an annulment in September 2001 and Joanie Harper was given sole custody of Marques and Lyndsey , court records show .","Joanie Harper and Brothers were granted an annulment in September 2001 , and Harper was given sole custody of Marques and Lyndsey , court records show ."
2797,0,"In New York , $ 7,646 is spent annually on each Medicaid recipient , almost double the national average of $ 3,936 .","New York has by far the country ’ s most expensive Medicaid program , costing taxpayers $ 7,646 per recipient , almost double the national average of $ 3,936 ."
2806,1,"Cullen , 43 , is charged with murdering a Catholic clergyman and attempting to kill another patient at Somerset Medical Center .","Cullen , 43 , is charged with killing a Roman Catholic Church official and attempting to kill another patient at Somerset Medical Center in Somerville ."
3252,1,A senior Administration official who briefed journalists on Friday said neither Mr Bush nor National Security Adviser Condoleezza Rice read the estimate in its entirety .,The senior administration official said neither Bush nor National Security Adviser Condoleezza Rice read the entire National Intelligence Estimate .
190,1,October heating oil futures settled .85 cent lower at 69.89 cents a gallon .,October heating oil ended down 0.41 cent to 70.74 cents a gallon .
2672,1,"A top aide to state Assembly Speaker Sheldon Silver was charged Wednesday with raping an unidentified , 22-year-old female state Assembly employee .",A top aide to Assembly Speaker Sheldon Silver was arrested yesterday for allegedly raping a 22-year-old legislative staffer after a night on the town .
3600,0,"A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept . 11 , 2001 .","A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation , reversing a lower court decision ."
2703,1,"It 's almost as if they ( Russians ) hit an x-mark on the ground , "" NASA spokesman Robert Navias said .","It 's almost as if they ( Russians ) hit an x-mark on the ground . """
148,1,"While a month 's supply of aspirin can cost less than $ 10 , the equivalent amount of ticlopidine can run significantly more than $ 100 .","While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 ."
1393,1,"He said European governments "" have blocked all new bio-crops because of unfounded , unscientific fears .",""" They have blocked all new bio-crops because of unfounded , unscientific fears , "" Bush said ."
2699,1,"She insisted , though , that it not be published until after her death .","She had only a single condition , that the book not be published until after her death ."
3519,1,"Smith said simply "" Oh , my God , "" in the seconds afterward , according to Weinshall .","In the seconds after the crash , she added , Captain Smith said simply , "" Oh my God . """
1426,1,"The computers were located in the United States , Canada , and South Korea .","The PCs are scattered across the United States , Canada and South Korea ."
824,0,Tidmarsh will compete in today 's third round .,Two kids from Michigan are in today 's third round .
1135,0,Officials at Mortazavi 's office and the judiciary declined to respond to Reuters ' requests for comment on the accusations .,Judiciary officials did not immediately respond to Reuters ' requests for comment on the criticism of Mortazavi 's appointment .
1675,1,"Also in Mosul , rebel gunmen on Friday assassinated a Sunni Muslim tribal leader who backed the coalition .","Near a mosque in the northern town of Mosul , rebel gunmen also assassinated a Sunni Muslim tribal leader who backed the coalition ."
2536,1,"In a letter sent to The Times and read to the Associated Press after his resignation , Blair blamed "" personal issues "" and apologized for his "" lapse of journalistic integrity . ""","In a letter sent to The New York Times after his resignation , Mr Blair blamed "" personal issues "" and apologised for his "" lapse of journalistic integrity "" ."
1104,1,Hannum was five and a half months pregnant when her mother died .,"In her testimony , Kate Hannum said she was 5 1 / 2 months pregnant when her mother was killed ."
3842,1,"Instead , bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press .","Still , bond bulls can take comfort in the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press ."
3061,1,"After 26 hours of surgery and a year of anticipation , the boys were separated Sunday at Children 's Medical Center of Dallas .","Two-year-old Egyptian twin boys , born with their heads conjoined , have been separated after 26 hours of surgery at the Children 's Medical Centre in Dallas ."
1167,0,"We can make life very difficult for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there .","We can scatter them , we can cut off one head here and one tentacle there , but often the beast survives ."
817,0,"A new variant of Blaster also appeared Wednesday and seemed to be spreading , according to antivirus companies .","The new variation of Blaster was identified Wednesday , according to antivirus company Sophos ."
1521,0,"Associated Press Writer Curt Anderson at the Justice Department in Washington , D.C. , contributed to this story .","Associated Press Writer Jay Reeves in Birmingham , Ala . , contributed to this story ."
3505,1,"Senator Hill appeared completely unaware of the issue , which has been of serious concern to US , Australian and British intelligence officers .","But Senator Hill appeared unaware of the intelligence problems that have been of serious concern to US , Australian and British military intelligence officers ."
2954,1,"The Lockheed Martin-built SIRTF is the last of NASA 's Hubble-class "" Great Observatories . """,SIRTF is the last of NASA 's so-called Great Observatories .
2482,1,Medicaid is the federal and state government health insurance program for the poor .,"Medicaid , which receives federal and state funding , is the government health-insurance program for the poor ."
2650,1,"All of those governments have said their support will not waver , though public sentiment is rising against it .","The governments of those countries have said that despite rising public opposition , their support will not waver ."
739,1,Researchers found that people 65 and older who had fish once a week had a 60 % lower risk of Alzheimer 's than those who never or rarely ate fish .,"Older people who eat fish at least once a week could cut their risk of Alzheimer 's by more than half , a study suggests ."
