idx,label,sentence
6012,0,He always might eats deep fried muffins.
4190,1,He is afraid of foxes.
4896,1,I met the critic whose remarks I wanted to object to.
1672,1,It is this hat that I believe that he was wearing.
389,1,He has often seen Mary.
1617,1,Pilots who can fly barrel rolls say that for me to try to do it in a glider would be hazardous.
309,1,John saw the man in the room.
7251,1,whether she left is most unclear.
8025,0,The fig chuckled
2539,0,I put the book from Edna to Sally.
4457,0,He does have been eating.
2644,1,Brian was wiping the wall behind the stove.
7796,1,Who did Jason think Medea had poisoned?
1866,1,I just saw that girl who Long John's claim that he was a Martian made all the headlines.
5654,1,Hamsters mother attractive offspring.
5786,1,the book of poems by Robert Burns from Blackwell with a red cover takes a very long time to read.
3229,0,The Romans destroyed the city into a ruin.
2429,1,I presented a solution to the problem yesterday.
4916,0,the student that's turn it was left.
6887,1,He planted the garden last November with roses.
3084,0,Ellen said to Helen.
7097,0,"John left at 11 and at 12, Bill."
3026,1,We rummaged in the drawer for important documents.
2679,1,The books slid across the table.
7727,1,Bill did not defeat the gods but Gilgamesh did .
4547,1,The gardener must trim the rose bushes today.
4769,1,This is the book which the teacher recommended.
3630,1,What do you think he is doing now?
5279,0,How easy to please John is it?
5499,1,So elegant a solution as you have presented us with can elicit only admiration.
459,1,I need Sally to be there.
7497,0,We put.
270,0,You give every senator enough opportunity and he will succumb to corruption.
8089,1,Can I keep the screwdriver just like a carpenter keep the screwdriver?
4946,0,"No student, who scored 80 or more in the exam, was ever failed."
8257,0,Benjamin thought he would give the cloak to Lee and the cloak to Lee he gave.
6900,1,The window was broken by a hammer.
5924,1,That Angus hates sushi is mysterious.
5547,1,John is taller than Bill.
5837,1,I know you ate asparagus.
5039,1,It would be inconvenience to leave so soon.
3654,1,John felt proud that his son won the game.
4381,0,"You didn't leave, left you?"
5363,1,He was hoping for more than we offered.
6208,1,Car sales have surprised the stockbrokers.
1128,1,I want it to remain a secret that Bill left.
3244,1,The rod bent.
4186,1,Most of John's boat has been repainted.
2436,1,The police kept tabs on the suspect.
4762,0,You can rely on that he will help you.
1641,0,I brought a razor to shave himself with.
70,1,Bill pushed Harry along the trail.
2769,1,Frances hid the presents behind the books.
2465,1,A choir sang in the church.
6854,0,Only Glasgow would he travel by train.
8514,0,The poison was neutralised was claimed that by everyone
7295,0,My nephew could write letters the postcards to his parents.
4279,1,Tabs are likely to be kept on participants.
7132,0,This girl in the red coat will put a picture of Bill on your desk it before tomorrow.
2486,1,Pauline smiled her thanks.
5687,1,I don't give a darn.
1047,1,The men lifted the table together.
8400,1,"Poseidon would run away, if the executioner murdered Hera."
8344,1,Aphrodite said he would free the animals and free the animals he will
5504,1,John a decidedly taller man than Bill.
5271,1,That he has blood on his hands proves that John is the murderer.
8483,1,Alison ran
7091,1,"Some people like bagels, but others cream cheese."
7328,1,"The door opens, closes."
3334,1,Through the valley ran a rushing stream.
6585,1,I have wanted to meet for many years the man who spent so much money planning the assassination of Kennedy.
6740,1,"When Lydia went to Brighton, she eloped with Wickham."
3844,1,Doing syntax is not easy.
4755,1,Who did Kim work for and Sandy rely on?
8387,1,No vampire slept.
3899,1,John deposited some money in the bank on Friday.
7719,1,I asked who did Medea poison.
7520,1,Each of our rabbit and the neighbor's cat likes the other.
6691,1,Emma slighted Miss Bates.
547,1,The child became a man.
1247,0,Bill made Sarah's gal to me of $40.
3629,1,What do you think the man who is standing by the door is doing now?
7514,0,Himself should decide soon.
7901,1,We believed that Aphrodite was omnipotent.
3129,1,Paul breathed.
5114,0,On which I consulted with the chairman of the Select Committee was this matter.
3926,0,Sketch by his students appeared in the magazine.
6893,1,Hartfield House is in Surrey.
3298,1,Roses flowered in the garden.
2825,1,Paula spanked the naughty child's back.
6627,1,Dogs chase cats.
702,1,John spoke to Mary intimately.
4797,1,John told us which book we should review.
841,1,"I often send Mary home drunk, and she gets there just fine."
7334,1,I danced a dance.
6159,1,John wants him to leave.
2628,0,The general banished from the army.
1283,1,I went to the store to buy some whisky.
4378,1,"If anybody is spoiling the children, John is."
1510,0,I will ask you to believe that he tried to force me to give her any money.
7992,1,The Paris I used to know is no more
89,1,"John coughed awake, rubbing his nose and cursing under his breath."
8200,1,They kicked themselves
2275,1,Henry cleared dishes from the table.
4670,1,Which attorney will give the closing argument hasn't been decided.
7250,1,They think that she can do it.
7230,0,I sent to you recipes.
6624,1,There are fewer trucks on the motorway this winter.
68,1,Bill floated down the river.
4198,1,The man holding the bottle disappeared.
2397,1,The crane loaded the truck.
6417,1,Mary confidently answered any objections.
5620,1,Betsy loves herself in blue leather.
4405,0,The bus hopes to be here at five.
8364,1,Benjamin said he would give the cloak to Lee and give the cloak to Lee he did.
6142,1,The soft bread cuts easily.
2448,1,There appeared a ship on the horizon.
6552,0,The man who Mary loves and Sally hates George computed my tax.
5928,0,John placed the flute the violin on the table.
6258,1,Robert knows it is essential that he is well behaved.
199,0,"The more he eats, the fatter that that he gets really bothers me."
1835,1,"They spoke to the janitor about that robbery yesterday, the cops."
1436,1,The boy's playing the piano loudly drove everyone crazy.
4794,1,John inquired which book he should read.
3518,1,Wash yourself.
4341,0,John is likely to appear that he will win the game.
7721,0,Peter is some happy pigs which can fly.
38,1,They made him president.
5555,1,Some of them made as many as 20 errors.
8431,0,What Jason asked whether was the potion was ready
1714,0,The hardest that that it has snowed here is believed was last January 12th.
7692,1,I worked on Sunday in the city on that project without a break.
8155,0,Benjamin gave to Lee it.
6934,1,They're believing everything you say.
3011,1,Dana longs for a sunny day.
1211,0,The hat which I believed the claim that Otto was wearing is red.
7147,1,This girl will buy bread and so will that one buy bread.
4270,0,It hopes to bother Kim that they resigned.
1554,1,"Tom ordered bacon, and Dick lettuce, and Harry tomatoes."
3746,1,Could it be more detrimental?
6875,1,These enthusiastic golfers that I met at the nineteenth hole can be good company.
2602,0,Jessica stuffed boxes at the truck.
6690,1,Mr Knightley despaired.
4648,1,Ideas are put into children's heads by TV.
5634,1,He put in the washing machine.
5474,1,What his father wants him to be is a better pool player.
7198,1,It was Ann who bought a first edition of Richard III for $1000.
7536,1,I showed Mary several portraits of herself.
5891,1,Andrew is in Tucson's finest apartment.
2300,0,That acorn will grow from a seed into an oak tree.
2619,0,Doug removed the scratches out of the drawer.
5976,1,Calvin has a peanut.
6019,1,Sylvia is slapping Jeff upside the head in martial arts class.
2023,1,Anne is curious as to why her father sent her a telegram to America to return home at once.
7813,1,I went to the shop for to get bread.
1354,0,By which Greek authors does he have books?
4719,0,New York was slept in.
3678,1,Chocolate cakes and pies are my favorite desserts.
93,1,The worm wriggled onto the carpet.
5570,1,Bill kissed himself.
2706,0,The package drove to New York.
4089,1,The outcome depends on how many candidates participate in the election.
7519,1,The boys fought with each other.
5487,1,It was such an awful picture that I tore it up.
7562,1,John's mother likes him.
4595,0,Any of the citizens hardly ever say anything.
75,1,Sam cut himself free.
7278,1,John saw Mary.
2857,1,This knife cuts well.
2376,1,I admired the honesty in him.
7852,0,I ordered there to be three books on the subject.
4445,0,George has went to America.
159,1,Mary gets depressed if she listens to the Grateful Dead.
738,0,The kids were failed as a father.
2031,1,I threw the ball to the other side of the field.
5233,1,I'm sorry he bought a car.
465,1,John was unknown.
5841,1,I think that he eats asparagus.
1553,1,"Tom, Dick, and Harry ate, drank, and sang."
8326,1,Perhaps Iphigenia will have murdered Oedipus by tomorrow.
8073,1,Jason was killed.
2567,1,I lifted the book onto the table.
1678,0,This hat the gloves and were on the table.
1302,1,"Sally might be pregnant, and everyone believes Sheila definitely is pregnant."
887,0,Lucy Barnes recounted a story to remember because remember Holly had recounted a story to.
7222,1,What Henri wants is the book which is on the top shelf.
4958,0,"The knife, that he threw into the sea had a gold handle."
3397,1,Jackie chased after the thief.
3117,0,Cynthia lunched at peaches.
2942,1,Donna fixed a sandwich for me.
1742,1,"They said that Tom wouldn't pay up, but pay up he did go to the bank and he did."
1892,1,John has a hole in the upper right-hand corner of his quilt.
4285,0,Tabs try to be kept on Bob by the FBI.
4037,1,John demanded that she stop phoning him.
8123,1,No one could remove the blood on the wall
4859,0,The politician denied how the opponent was poisoned.
4991,1,They ignored the suggestion that Lee lied.
4188,1,Much of that theory is unfounded.
3322,1,The bag is bulging with groceries.
8262,1,Who did you ask saw what?
6352,1,Any woman who heard the news contributed to the fund.
5210,0,Every boy has any potatoes.
5344,1,Mary is taller than six feet.
2741,1,Carmen bought a dress for Mary.
8082,1,That bottle of water might.
6815,1,George built both the houses.
1779,1,Willy is taller than Bill by as much as Joe is taller than the Dan.
1739,0,"They said nobody would pay up, but pay up I know a boy who did."
3373,1,The ball rolled down the hill.
440,0,Mickey teamed with the women up.
8162,1,He looked the number up
3157,1,The sea monster drowned the sailors.
1645,1,I brought John a razor to shave himself with.
8323,0,Medea exclaimed if the potion was ready
3457,1,much evidence is needed.
6880,1,The quiche and I were cooking.
3134,1,Paul laughed.
8100,1,Which girl ate the cake?
6959,0,The volcano erupts on Tuesday.
6063,1,The muffins were eaten.
2712,1,Nora pushed at the chair.
4827,0,Fred knows which politician for Karen to vote for.
7457,1,Has Henri not studied for his exam?
7910,1,That Aphrodite was so promiscuous astounded the other gods.
